happy Easy Random
happy Easy Random
happy Easy Random
sad Medium IMS
happy Easy IMS
happy Hard Random
sad Hard Random
sad Hard Random
angry Medium Random
sad Medium Random
angry Hard IMS
angry Hard IMS
sad Hard IMS
