4349 0 4305.4038227848105 4582.157270029674 Hard Control arnout
4326 0 4305.445015139241 4582.157270029674 Hard Control arnout
4253 0 4305.340125108963 4582.157270029674 Hard Control arnout
4230 0 4305.1894448587445 4582.157270029674 Hard Control arnout
4228 0 4305.035065969027 4582.157270029674 Hard Control arnout
3669 0 4303.762995837089 4582.157270029674 Hard Control arnout
4257 0 4303.669469845415 4582.157270029674 Hard Control arnout
4331 0 4303.7241309057235 4582.157270029674 Hard Control arnout
4370 0 4303.856682643912 4582.157270029674 Hard Control arnout
4390 0 4304.028969278624 4582.157270029674 Hard Control arnout
4391 0 4304.202911340067 4582.157270029674 Hard Control arnout
4416 0 4304.426505517386 4582.157270029674 Hard Control arnout
4405 0 4304.627652506351 4582.157270029674 Hard Control arnout
4368 0 4304.754397201338 4582.157270029674 Hard Control arnout
4374 0 4304.8928884069355 4582.157270029674 Hard Control arnout
4382 0 4305.047102630122 4582.157270029674 Hard Control arnout
4393 0 4305.223008424862 4582.157270029674 Hard Control arnout
4370 0 4305.352562408012 4582.157270029674 Hard Control arnout
4367 0 4305.475857283196 4582.157270029674 Hard Control arnout
4375 0 4305.61490556863 4582.157270029674 Hard Control arnout
4348 0 4305.6996757574925 4582.157270029674 Hard Control arnout
4337 0 4305.762276405978 4582.157270029674 Hard Control arnout
4331 0 4305.8127518531655 4582.157270029674 Hard Control arnout
4324 0 4305.849126349459 4582.157270029674 Hard Control arnout
4325 0 4305.88742809676 4582.157270029674 Hard Control arnout
4326 0 4305.9276532405665 4582.157270029674 Hard Control arnout
4302 0 4305.919797934085 4582.157270029674 Hard Control arnout
4313 0 4305.933958338217 4582.157270029674 Hard Control arnout
4306 0 4305.9340904215405 4582.157270029674 Hard Control arnout
4307 0 4305.936222240697 4582.157270029674 Hard Control arnout
4334 0 4305.992349796215 4582.157270029674 Hard Control arnout
4343 0 4306.066365096623 4582.157270029674 Hard Control arnout
4300 0 4306.0542323664295 4582.157270029674 Hard Control arnout
4337 0 4306.1161239016965 4582.157270029674 Hard Control arnout
4319 0 4306.141891653893 4582.157270029674 Hard Control arnout
4358 0 4306.245607870585 4582.157270029674 Hard Control arnout
4357 0 4306.347116654844 4582.157270029674 Hard Control arnout
4392 0 4306.5184224215345 4582.157270029674 Hard Control arnout
4397 0 4306.699385576691 4582.157270029674 Hard Control arnout
4424 0 4306.933986805538 4582.157270029674 Hard Control arnout
4443 0 4307.206118831927 4582.157270029674 Hard Control arnout
4455 1 4307.206118831927 4581.902955489614 Hard Control arnout
4413 0 4307.417706594263 4581.902955489614 Hard Control arnout
4461 1 4307.417706594263 4581.661149578635 Hard Control arnout
4453 1 4307.417706594263 4581.403827279478 Hard Control arnout
4494 1 4307.417706594263 4581.229019624919 Hard Control arnout
4495 1 4307.417706594263 4581.0565615856685 Hard Control arnout
4479 1 4307.417706594263 4580.852448462497 Hard Control arnout
4514 1 4307.417706594263 4580.7187435655715 Hard Control arnout
4502 1 4307.417706594263 4580.56130607844 Hard Control arnout
4502 1 4307.417706594263 4580.404183466283 Hard Control arnout
4496 1 4307.417706594263 4580.235375099351 Hard Control arnout
4479 1 4307.417706594263 4580.032904349152 Hard Control arnout
4497 1 4307.417706594263 4579.8668385404535 Hard Control arnout
4485 1 4307.417706594263 4579.677104863373 Hard Control arnout
4465 1 4307.417706594263 4579.447750653646 Hard Control arnout
4473 1 4307.417706594263 4579.234855152338 Hard Control arnout
4441 0 4307.684871181074 4579.234855152338 Hard Control arnout
4407 0 4307.883501438712 4579.234855152338 Hard Control arnout
4414 0 4308.095734435835 4579.234855152338 Hard Control arnout
4423 0 4308.325542966963 4579.234855152338 Hard Control arnout
4415 0 4308.5388918810295 4579.234855152338 Hard Control arnout
4430 0 4308.781814097268 4579.234855152338 Hard Control arnout
4432 0 4309.028250469073 4579.234855152338 Hard Control arnout
4431 0 4309.272193968135 4579.234855152338 Hard Control arnout
4442 0 4309.537649580198 4579.234855152338 Hard Control arnout
4465 1 4309.537649580198 4579.006385442033 Hard Control arnout
4430 0 4309.778574281038 4579.006385442033 Hard Control arnout
4427 0 4310.013017132476 4579.006385442033 Hard Control arnout
4434 0 4310.260991098211 4579.006385442033 Hard Control arnout
4403 0 4310.446469116015 4579.006385442033 Hard Control arnout
4421 0 4310.667576177782 4579.006385442033 Hard Control arnout
4391 0 4310.828241025427 4579.006385442033 Hard Control arnout
4390 0 4310.986584543376 4579.006385442033 Hard Control arnout
4369 0 4311.102611374289 4579.006385442033 Hard Control arnout
4395 0 4311.270406151541 4579.006385442033 Hard Control arnout
4412 0 4311.471865339237 4579.006385442033 Hard Control arnout
4410 0 4311.668921608559 4579.006385442033 Hard Control arnout
4411 0 4311.867583765342 4579.006385442033 Hard Control arnout
4442 0 4312.127848597811 4579.006385442033 Hard Control arnout
4486 1 4312.127848597811 4578.820372671149 Hard Control arnout
4454 1 4312.127848597811 4578.570731925806 Hard Control arnout
4456 1 4312.127848597811 4578.325590461955 Hard Control arnout
4421 0 4312.345592900615 4578.325590461955 Hard Control arnout
4452 1 4312.345592900615 4578.072939281031 Hard Control arnout
4460 1 4312.345592900615 4577.836793402469 Hard Control arnout
4443 0 4312.606901714814 4577.836793402469 Hard Control arnout
4420 0 4312.821687911384 4577.836793402469 Hard Control arnout
4474 1 4312.821687911384 4577.629119815664 Hard Control arnout
4450 1 4312.821687911384 4577.373861576033 Hard Control arnout
4443 0 4313.082044535561 4577.373861576033 Hard Control arnout
4454 1 4313.082044535561 4577.127113852881 Hard Control arnout
4432 0 4313.31988044649 4577.127113852881 Hard Control arnout
4445 0 4313.583240685597 4577.127113852881 Hard Control arnout
4465 1 4313.583240685597 4576.902859625176 Hard Control arnout
4491 1 4313.583240685597 4576.731053905925 Hard Control arnout
4503 1 4313.583240685597 4576.583591798114 Hard Control arnout
4513 1 4313.583240685597 4576.456424614517 Hard Control arnout
4529 1 4313.583240685597 4576.361511765288 Hard Control arnout
4557 1 4313.583240685597 4576.322788741757 Hard Control arnout
4525 1 4313.583240685597 4576.220143164273 Hard Control arnout
4505 1 4313.583240685597 4576.077702877945 Hard Control arnout
4500 1 4313.583240685597 4575.925547472189 Hard Control arnout
4501 1 4313.583240685597 4575.7756963772445 Hard Control arnout
4466 1 4313.583240685597 4575.55614498449 Hard Control arnout
4475 1 4313.583240685597 4575.355032694521 Hard Control arnout
4472 1 4313.583240685597 4575.148322629131 Hard Control arnout
4492 1 4313.583240685597 4574.9820259838725 Hard Control arnout
4471 1 4313.583240685597 4574.774061931905 Hard Control arnout
4476 1 4313.583240685597 4574.5765138080405 Hard Control arnout
4461 1 4313.583240685597 4574.349360780425 Hard Control arnout
4450 1 4313.583240685597 4574.100662058864 Hard Control arnout
4445 1 4313.583240685597 4573.842460734746 Hard Control arnout
4442 0 4313.840074204226 4573.842460734746 Hard Control arnout
4417 0 4314.0463940558175 4573.842460734746 Hard Control arnout
4417 0 4314.252301267706 4573.842460734746 Hard Control arnout
4385 0 4314.39379666517 4573.842460734746 Hard Control arnout
4376 0 4314.51700907184 4573.842460734746 Hard Control arnout
4378 0 4314.6439750536965 4573.842460734746 Hard Control arnout
4339 0 4314.692687103589 4573.842460734746 Hard Control arnout
4350 0 4314.763301729382 4573.842460734746 Hard Control arnout
4327 0 4314.787775125923 4573.842460734746 Hard Control arnout
4332 0 4314.822199575671 4573.842460734746 Hard Control arnout
4336 0 4314.86455517652 4573.842460734746 Hard Control arnout
4331 0 4314.896826066168 4573.842460734746 Hard Control arnout
4335 0 4314.9370324140355 4573.842460734746 Hard Control arnout
4351 0 4315.009158349208 4573.842460734746 Hard Control arnout
4335 0 4315.049140032509 4573.842460734746 Hard Control arnout
4331 0 4315.081041752444 4573.842460734746 Hard Control arnout
4341 0 4315.1328796689395 4573.842460734746 Hard Control arnout
4359 0 4315.2206139096015 4573.842460734746 Hard Control arnout
4317 0 4315.224172681782 4573.842460734746 Hard Control arnout
4315 0 4315.223724336419 4573.842460734746 Hard Control arnout
4327 0 4315.247276887746 4573.842460734746 Hard Control arnout
4331 0 4315.27878233397 4573.842460734746 Hard Control arnout
4341 0 4315.330224769303 4573.842460734746 Hard Control arnout
4317 0 4315.333564319764 4573.842460734746 Hard Control arnout
4346 0 4315.394897191125 4573.842460734746 Hard Control arnout
4341 0 4315.446107396743 4573.842460734746 Hard Control arnout
4342 0 4315.49921518195 4573.842460734746 Hard Control arnout
4336 0 4315.540216751586 4573.842460734746 Hard Control arnout
4322 0 4315.553136318083 4573.842460734746 Hard Control arnout
4336 0 4315.594030045447 4573.842460734746 Hard Control arnout
4339 0 4315.640841985356 4573.842460734746 Hard Control arnout
4346 0 4315.701560301385 4573.842460734746 Hard Control arnout
4325 0 4315.720157180783 4573.842460734746 Hard Control arnout
4319 0 4315.726716866421 4573.842460734746 Hard Control arnout
4299 0 4315.693263432689 4573.842460734746 Hard Control arnout
4327 0 4315.715876905823 4573.842460734746 Hard Control arnout
4300 0 4315.684445152012 4573.842460734746 Hard Control arnout
4308 0 4315.669076261708 4573.842460734746 Hard Control arnout
4287 0 4315.611738109184 4573.842460734746 Hard Control arnout
4291 0 4315.562514632966 4573.842460734746 Hard Control arnout
4286 0 4315.5033896037 4573.842460734746 Hard Control arnout
4315 0 4315.502382824493 4573.842460734746 Hard Control arnout
4323 0 4315.517378058844 4573.842460734746 Hard Control arnout
4308 0 4315.502343302726 4573.842460734746 Hard Control arnout
4288 0 4315.447338616121 4573.842460734746 Hard Control arnout
4276 0 4315.368443938889 4573.842460734746 Hard Control arnout
4312 0 4315.361707051011 4573.842460734746 Hard Control arnout
4301 0 4315.3329836369085 4573.842460734746 Hard Control arnout
4264 0 4315.230317669635 4573.842460734746 Hard Control arnout
4267 0 4315.133857034296 4573.842460734746 Hard Control arnout
4237 0 4314.977589320228 4573.842460734746 Hard Control arnout
4224 0 4314.7956341415875 4573.842460734746 Hard Control arnout
4221 0 4314.608042873304 4573.842460734746 Hard Control arnout
4236 0 4314.450826787557 4573.842460734746 Hard Control arnout
4216 0 4314.253925133982 4573.842460734746 Hard Control arnout
4217 0 4314.0594172837145 4573.842460734746 Hard Control arnout
4217 0 4313.865298449147 4573.842460734746 Hard Control arnout
4196 0 4313.629567852249 4573.842460734746 Hard Control arnout
4203 0 4313.4083087165445 4573.842460734746 Hard Control arnout
4217 0 4313.2154920991115 4573.842460734746 Hard Control arnout
4208 0 4313.005061114914 4573.842460734746 Hard Control arnout
4213 0 4312.805050992683 4573.842460734746 Hard Control arnout
4215 0 4312.609440890698 4573.842460734746 Hard Control arnout
4205 0 4312.394222008917 4573.842460734746 Hard Control arnout
4195 0 4312.159433564899 4573.842460734746 Hard Control arnout
4170 0 4311.875114697769 4573.842460734746 Hard Control arnout
4184 0 4311.6193644683735 4573.842460734746 Hard Control arnout
4167 0 4311.330125739437 4573.842460734746 Hard Control arnout
