6112 0 6105.704254355401 6411.7755581668625 Hard Control
6131 0 6105.75484584669 6411.7755581668625 Hard Control
6136 0 6105.815336154997 6411.7755581668625 Hard Control
6161 0 6105.925705482687 6411.7755581668625 Hard Control
6167 0 6106.047854071721 6411.7755581668625 Hard Control
6147 0 6106.129758363578 6411.7755581668625 Hard Control
6145 0 6106.20749884685 6411.7755581668625 Hard Control
6138 0 6106.271083849157 6411.7755581668625 Hard Control
6150 0 6106.3585416814585 6411.7755581668625 Hard Control
6151 0 6106.447824598095 6411.7755581668625 Hard Control
6138 0 6106.510928948899 6411.7755581668625 Hard Control
6125 0 6106.547907091001 6411.7755581668625 Hard Control
6154 0 6106.64281127682 6411.7755581668625 Hard Control
6147 0 6106.723525654266 6411.7755581668625 Hard Control
6147 0 6106.804078602958 6411.7755581668625 Hard Control
6141 0 6106.872470445752 6411.7755581668625 Hard Control
6108 0 6106.87472550486 6411.7755581668625 Hard Control
6105 0 6106.87097605385 6411.7755581668625 Hard Control
6082 0 6106.821234101742 6411.7755581668625 Hard Control
6109 0 6106.825591633539 6411.7755581668625 Hard Control
6082 0 6106.775940450272 6411.7755581668625 Hard Control
6060 0 6106.682388569372 6411.7755581668625 Hard Control
6059 0 6106.587023792234 6411.7755581668625 Hard Control
6038 0 6106.449849744649 6411.7755581668625 Hard Control
6065 0 6106.36695004516 6411.7755581668625 Hard Control
6045 0 6106.244216145069 6411.7755581668625 Hard Control
6058 0 6106.147727712779 6411.7755581668625 Hard Control
6077 0 6106.089432257353 6411.7755581668625 Hard Control
6087 0 6106.051253392839 6411.7755581668625 Hard Control
6105 0 6106.049150886053 6411.7755581668625 Hard Control
6119 0 6106.075052584281 6411.7755581668625 Hard Control
6154 0 6106.170902479113 6411.7755581668625 Hard Control
6175 0 6106.308560674154 6411.7755581668625 Hard Control
6201 0 6106.497943552806 6411.7755581668625 Hard Control
6202 0 6106.6889476657 6411.7755581668625 Hard Control
6296 1 6106.6889476657 6411.544007050529 Hard Control
6298 1 6106.6889476657 6411.316919036428 Hard Control
6314 1 6106.6889476657 6411.122285198355 Hard Control
6295 1 6106.6889476657 6410.890040627958 Hard Control
6281 1 6106.6889476657 6410.630260546703 Hard Control
6267 1 6106.6889476657 6410.343000025609 Hard Control
6263 1 6106.6889476657 6410.048314025558 Hard Control
6296 1 6106.6889476657 6409.820217397507 Hard Control
6292 1 6106.6889476657 6409.584576962712 Hard Control
6287 1 6106.6889476657 6409.339407808787 Hard Control
6301 1 6106.6889476657 6409.122728993169 Hard Control
6293 1 6106.6889476657 6408.890483535183 Hard Control
6283 1 6106.6889476657 6408.638702568112 Hard Control
6248 0 6106.971569770369 6408.638702568112 Hard Control
6226 0 6107.209626630828 6408.638702568112 Hard Control
6177 0 6107.349207377566 6408.638702568112 Hard Control
6154 0 6107.442508962811 6408.638702568112 Hard Control
6132 0 6107.491623944886 6408.638702568112 Hard Control
6156 0 6107.588640696996 6408.638702568112 Hard Control
6131 0 6107.635463415601 6408.638702568112 Hard Control
6141 0 6107.70219248877 6408.638702568112 Hard Control
6137 0 6107.760788103793 6408.638702568112 Hard Control
6142 0 6107.829266527586 6408.638702568112 Hard Control
6149 0 6107.911607994531 6408.638702568112 Hard Control
6203 0 6108.1017847785415 6408.638702568112 Hard Control
6198 0 6108.281581208985 6408.638702568112 Hard Control
6244 0 6108.553018046567 6408.638702568112 Hard Control
6255 0 6108.8459120104735 6408.638702568112 Hard Control
6253 0 6109.134220186453 6408.638702568112 Hard Control
6251 0 6109.41795174608 6408.638702568112 Hard Control
6250 0 6109.699115842588 6408.638702568112 Hard Control
6253 0 6109.985717610903 6408.638702568112 Hard Control
6272 1 6109.985717610903 6408.365425162976 Hard Control
6270 1 6109.985717610903 6408.08869431265 Hard Control
6284 1 6109.985717610903 6407.840516924024 Hard Control
6304 1 6109.985717610903 6407.6328358901765 Hard Control
6324 1 6109.985717610903 6407.465570218396 Hard Control
6340 1 6109.985717610903 6407.33063907796 Hard Control
6350 1 6109.985717610903 6407.215977799804 Hard Control
6368 1 6109.985717610903 6407.137545844204 Hard Control
6365 1 6109.985717610903 6407.053270752516 Hard Control
6364 1 6109.985717610903 6406.967164211012 Hard Control
6387 1 6109.985717610903 6406.92722988259 Hard Control
6375 1 6109.985717610903 6406.863375422825 Hard Control
6387 1 6109.985717610903 6406.823648671979 Hard Control
6409 1 6109.985717610903 6406.828001374635 Hard Control
6411 1 6109.985717610903 6406.836345371886 Hard Control
6415 1 6109.985717610903 6406.852672681142 Hard Control
6416 1 6109.985717610903 6406.87096733578 Hard Control
6436 1 6109.985717610903 6406.929225401108 Hard Control
6431 1 6109.985717610903 6406.977366950306 Hard Control
6439 1 6109.985717610903 6407.041412216405 Hard Control
6442 1 6109.985717610903 6407.111329391972 Hard Control
6412 1 6109.985717610903 6407.121106733188 Hard Control
6390 1 6109.985717610903 6407.0868645197215 Hard Control
6364 1 6109.985717610903 6407.000690790682 Hard Control
6344 1 6109.985717610903 6406.8746894091 Hard Control
