4349 0 4305.4038227848105 4582.157270029674 Hard Control
4326 0 4305.445015139241 4582.157270029674 Hard Control
4253 0 4305.340125108963 4582.157270029674 Hard Control
4230 0 4305.1894448587445 4582.157270029674 Hard Control
4228 0 4305.035065969027 4582.157270029674 Hard Control
3669 0 4303.762995837089 4582.157270029674 Hard Control
4257 0 4303.669469845415 4582.157270029674 Hard Control
4331 0 4303.7241309057235 4582.157270029674 Hard Control
4370 0 4303.856682643912 4582.157270029674 Hard Control
4390 0 4304.028969278624 4582.157270029674 Hard Control
4391 0 4304.202911340067 4582.157270029674 Hard Control
4416 0 4304.426505517386 4582.157270029674 Hard Control
4405 0 4304.627652506351 4582.157270029674 Hard Control
4368 0 4304.754397201338 4582.157270029674 Hard Control
4374 0 4304.8928884069355 4582.157270029674 Hard Control
4382 0 4305.047102630122 4582.157270029674 Hard Control
4393 0 4305.223008424862 4582.157270029674 Hard Control
4370 0 4305.352562408012 4582.157270029674 Hard Control
4367 0 4305.475857283196 4582.157270029674 Hard Control
4375 0 4305.61490556863 4582.157270029674 Hard Control
4348 0 4305.6996757574925 4582.157270029674 Hard Control
4337 0 4305.762276405978 4582.157270029674 Hard Control
4331 0 4305.8127518531655 4582.157270029674 Hard Control
4324 0 4305.849126349459 4582.157270029674 Hard Control
4325 0 4305.88742809676 4582.157270029674 Hard Control
4326 0 4305.9276532405665 4582.157270029674 Hard Control
4302 0 4305.919797934085 4582.157270029674 Hard Control
4313 0 4305.933958338217 4582.157270029674 Hard Control
4306 0 4305.9340904215405 4582.157270029674 Hard Control
4307 0 4305.936222240697 4582.157270029674 Hard Control
4334 0 4305.992349796215 4582.157270029674 Hard Control
4343 0 4306.066365096623 4582.157270029674 Hard Control
4300 0 4306.0542323664295 4582.157270029674 Hard Control
4337 0 4306.1161239016965 4582.157270029674 Hard Control
4319 0 4306.141891653893 4582.157270029674 Hard Control
4358 0 4306.245607870585 4582.157270029674 Hard Control
4357 0 4306.347116654844 4582.157270029674 Hard Control
4392 0 4306.5184224215345 4582.157270029674 Hard Control
4397 0 4306.699385576691 4582.157270029674 Hard Control
4424 0 4306.933986805538 4582.157270029674 Hard Control
4443 0 4307.206118831927 4582.157270029674 Hard Control
4455 1 4307.206118831927 4581.902955489614 Hard Control
4413 0 4307.417706594263 4581.902955489614 Hard Control
4461 1 4307.417706594263 4581.661149578635 Hard Control
4453 1 4307.417706594263 4581.403827279478 Hard Control
4494 1 4307.417706594263 4581.229019624919 Hard Control
4495 1 4307.417706594263 4581.0565615856685 Hard Control
4479 1 4307.417706594263 4580.852448462497 Hard Control
4514 1 4307.417706594263 4580.7187435655715 Hard Control
4502 1 4307.417706594263 4580.56130607844 Hard Control
4502 1 4307.417706594263 4580.404183466283 Hard Control
4496 1 4307.417706594263 4580.235375099351 Hard Control
4479 1 4307.417706594263 4580.032904349152 Hard Control
4497 1 4307.417706594263 4579.8668385404535 Hard Control
4485 1 4307.417706594263 4579.677104863373 Hard Control
4465 1 4307.417706594263 4579.447750653646 Hard Control
4473 1 4307.417706594263 4579.234855152338 Hard Control
4441 0 4307.684871181074 4579.234855152338 Hard Control
4407 0 4307.883501438712 4579.234855152338 Hard Control
4414 0 4308.095734435835 4579.234855152338 Hard Control
4423 0 4308.325542966963 4579.234855152338 Hard Control
4415 0 4308.5388918810295 4579.234855152338 Hard Control
4430 0 4308.781814097268 4579.234855152338 Hard Control
4432 0 4309.028250469073 4579.234855152338 Hard Control
4431 0 4309.272193968135 4579.234855152338 Hard Control
4442 0 4309.537649580198 4579.234855152338 Hard Control
4465 1 4309.537649580198 4579.006385442033 Hard Control
4430 0 4309.778574281038 4579.006385442033 Hard Control
4427 0 4310.013017132476 4579.006385442033 Hard Control
4434 0 4310.260991098211 4579.006385442033 Hard Control
4403 0 4310.446469116015 4579.006385442033 Hard Control
4421 0 4310.667576177782 4579.006385442033 Hard Control
4391 0 4310.828241025427 4579.006385442033 Hard Control
4390 0 4310.986584543376 4579.006385442033 Hard Control
4369 0 4311.102611374289 4579.006385442033 Hard Control
4395 0 4311.270406151541 4579.006385442033 Hard Control
4412 0 4311.471865339237 4579.006385442033 Hard Control
4410 0 4311.668921608559 4579.006385442033 Hard Control
4411 0 4311.867583765342 4579.006385442033 Hard Control
4442 0 4312.127848597811 4579.006385442033 Hard Control
4486 1 4312.127848597811 4578.820372671149 Hard Control
4454 1 4312.127848597811 4578.570731925806 Hard Control
