happy Easy Random
sad Easy Random
sad Easy Random
sad Easy Random
happy Medium IMS
happy Easy IMS
sad Easy IMS
sad Easy IMS
angry Hard Random
angry Hard Random
sad Hard Random
sad Medium Random
sad Medium Random
sad Hard IMS
angry Hard IMS
